id,dayId,exerciseId,sets,reps,targetWeight,rest,order,notes
"cmt63absn002eynorspv4vjn1","cmt60ceeh002runzxwwj2b33u","cmt1wcloz00129yldv3q1q1xf","3","10",,"60s","6",
"cmt63absn002fynorhzips2z0","cmt60ceeh002runzxwwj2b33u","cmt33a9mi002uypj14aewlfcc","3","10",,"60s","7",
"cmt639x0e0000ynorvyzy7y4l","cmt60ceee0000unzxtore3qcs","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt639x0e0001ynoru9gr0vnz","cmt60ceee0000unzxtore3qcs","cmt1wcjhf00079yld2nduorws","3","10",,"60s","1",
"cmt639x0e0002ynoros0h8jpw","cmt60ceee0000unzxtore3qcs","cmt1wcj7t00039yldl0jfmsq1","3","10",,"60s","2",
"cmt639x0e0003ynorqmrpvvzs","cmt60ceee0000unzxtore3qcs","cmt1wcjjw00089yldaapzyavh","3","10",,"60s","3",
"cmt639x0e0004ynor20lxu2we","cmt60ceee0000unzxtore3qcs","cmt1wcja800049yld2j6u9qxx","3","10",,"60s","4",
"cmt639x0f0005ynorffu9hbep","cmt60ceee0000unzxtore3qcs","cmt1wcjm900099yldrez29er5","3","10",,"60s","5",
"cmt639x0f0006ynorh1s9jkua","cmt60ceee0000unzxtore3qcs","cmt1wcjf000069yld70w99n67","3","10",,"60s","6",
"cmt639ycm0007ynor8qoxsb2p","cmt60ceef0009unzxe7pci1qz","cmt1wck2g000e9yld4xr43xd3","3","10",,"60s","0",
"cmt639ycn0008ynorh9y67tfi","cmt60ceef0009unzxe7pci1qz","cmt33as87009iypj1w4df4hbw","3","10",,"60s","1",
"cmt5yanqe000211jokeqjprqv","cmt5yanqe000011joz2axe52o","cmt1wcjvc000c9yldxsamglp5","3","10",,"60s","0",
"cmt5yanqe000311jorfgos312","cmt5yanqe000011joz2axe52o","cmt1wcjm900099yldrez29er5","3","10",,"60s","1",
"cmt5yanqe000411joxs0yer5o","cmt5yanqe000011joz2axe52o","cmt33a1gz0000ypj1zvzo7zyt","3","10",,"60s","2",
"cmt5yanqe000511joa19stczv","cmt5yanqe000011joz2axe52o","cmt1wcjor000a9yldgzpjzjs6","3","10",,"60s","3",
"cmt5yanqe000611joci5t4inb","cmt5yanqe000011joz2axe52o","cmt1wckgy000k9yld3uhbxcmz","3","10",,"60s","4",
"cmt5yanqe000711joqjmnabie","cmt5yanqe000011joz2axe52o","cmt1wckja000l9yldf3ng4xka","3","10",,"60s","5",
"cmt5yanqe000811jowf6ngwcr","cmt5yanqe000011joz2axe52o","cmt1wck2g000e9yld4xr43xd3","3","10",,"60s","6",
"cmt5yanqe000911jopgs0emyu","cmt5yanqe000011joz2axe52o","cmt1wck7k000g9ylds1f74e5f","3","10",,"60s","7",
"cmt5yanqe000c11jobysjq4qn","cmt5yanqe000a11jogqzycag3","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
"cmt5yanqe000d11jozop8xfy1","cmt5yanqe000a11jogqzycag3","cmt1wcl8b000v9yldckgmn8x9","3","10",,"60s","1",
"cmt5yanqf000e11jo76hi6t0d","cmt5yanqe000a11jogqzycag3","cmt1wclaq000w9yldzyk12ehl","3","10",,"60s","2",
"cmt5yanqf000f11jopnzfd22a","cmt5yanqe000a11jogqzycag3","cmt1wcld1000x9yldxuasbajt","3","10",,"60s","3",
"cmt5yanqf000g11joc1e1gdzi","cmt5yanqe000a11jogqzycag3","cmt33a3ja000mypj198danzfv","3","10",,"60s","4",
"cmt5yanqf000h11joinimqcbh","cmt5yanqe000a11jogqzycag3","cmt1wclfh000y9yld4t5dr1qb","3","10",,"60s","5",
"cmt5yanqf000k11jon5nr9fbn","cmt5yanqf000i11joyvozdkhl","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt5yanqf000l11jouri5vj8k","cmt5yanqf000i11joyvozdkhl","cmt1wcj3300019yldszg7n1o7","3","10",,"60s","1",
"cmt5yanqf000m11jodp8bc3kx","cmt5yanqf000i11joyvozdkhl","cmt1wcj5j00029yldxgx6v0dw","3","10",,"60s","2",
"cmt5yanqf000n11joy3uq1szr","cmt5yanqf000i11joyvozdkhl","cmt1wcja800049yld2j6u9qxx","3","10",,"60s","3",
"cmt5yanqf000o11jorc1wm1m0","cmt5yanqf000i11joyvozdkhl","cmt1wcku0000p9yldlixr5utq","3","10",,"60s","4",
"cmt5yanqf000p11jopbgrx8t8","cmt5yanqf000i11joyvozdkhl","cmt1wckwc000q9yldx9h39v95","3","10",,"60s","5",
"cmt5yanqf000q11jofk75sy4s","cmt5yanqf000i11joyvozdkhl","cmt1wckyn000r9yldoso60map","3","10",,"60s","6",
"cmt5yanqf000t11jo9c0qwexu","cmt5yanqf000r11jor5276o79","cmt1wcjvc000c9yldxsamglp5","3","10",,"60s","0",
"cmt5yanqf000u11jouvyjh2bq","cmt5yanqf000r11jor5276o79","cmt1wcjm900099yldrez29er5","3","10",,"60s","1",
"cmt5yanqf000v11jorhpre15e","cmt5yanqf000r11jor5276o79","cmt33a1gz0000ypj1zvzo7zyt","3","10",,"60s","2",
"cmt5yanqf000w11jorooyd1vs","cmt5yanqf000r11jor5276o79","cmt1wcjor000a9yldgzpjzjs6","3","10",,"60s","3",
"cmt5yanqf000x11jot1tcxj84","cmt5yanqf000r11jor5276o79","cmt1wckgy000k9yld3uhbxcmz","3","10",,"60s","4",
"cmt5yanqf000y11joeweg3gl0","cmt5yanqf000r11jor5276o79","cmt1wckja000l9yldf3ng4xka","3","10",,"60s","5",
"cmt5yanqf000z11jo23kfc7fu","cmt5yanqf000r11jor5276o79","cmt1wck2g000e9yld4xr43xd3","3","10",,"60s","6",
"cmt5yanqf001011jom78jndk2","cmt5yanqf000r11jor5276o79","cmt1wck7k000g9ylds1f74e5f","3","10",,"60s","7",
"cmt5yanqf001311jot9vg9osy","cmt5yanqf001111jo2c4smfua","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
"cmt5yanqf001411jonzypiisc","cmt5yanqf001111jo2c4smfua","cmt1wcl8b000v9yldckgmn8x9","3","10",,"60s","1",
"cmt5yanqf001511jor5lhemjo","cmt5yanqf001111jo2c4smfua","cmt1wclaq000w9yldzyk12ehl","3","10",,"60s","2",
"cmt5yanqf001611jottgv0ov8","cmt5yanqf001111jo2c4smfua","cmt1wcld1000x9yldxuasbajt","3","10",,"60s","3",
"cmt5yanqf001711joh6w9r6gf","cmt5yanqf001111jo2c4smfua","cmt33a3ja000mypj198danzfv","3","10",,"60s","4",
"cmt5yanqf001811jo4lwmghwj","cmt5yanqf001111jo2c4smfua","cmt1wclfh000y9yld4t5dr1qb","3","10",,"60s","5",
"cmt5yanqf001b11jovb6r8c4u","cmt5yanqf001911jo4shxw74p","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt5yanqf001c11jow285wazt","cmt5yanqf001911jo4shxw74p","cmt1wcj3300019yldszg7n1o7","3","10",,"60s","1",
"cmt5yanqf001d11jojgftqbfh","cmt5yanqf001911jo4shxw74p","cmt1wcj5j00029yldxgx6v0dw","3","10",,"60s","2",
"cmt5yanqf001e11jo2ckay5sc","cmt5yanqf001911jo4shxw74p","cmt1wcja800049yld2j6u9qxx","3","10",,"60s","3",
"cmt5yanqg001f11jo488urw2z","cmt5yanqf001911jo4shxw74p","cmt1wcku0000p9yldlixr5utq","3","10",,"60s","4",
"cmt5yanqg001g11jomllfrzos","cmt5yanqf001911jo4shxw74p","cmt1wckwc000q9yldx9h39v95","3","10",,"60s","5",
"cmt5yanqg001h11joggvensm2","cmt5yanqf001911jo4shxw74p","cmt1wckyn000r9yldoso60map","3","10",,"60s","6",
"cmt5yanqg001k11jod0kzw1r3","cmt5yanqg001i11jotkbfr3jo","cmt1wcjvc000c9yldxsamglp5","3","10",,"60s","0",
"cmt5yanqg001l11jo49s3skfu","cmt5yanqg001i11jotkbfr3jo","cmt1wcjm900099yldrez29er5","3","10",,"60s","1",
"cmt5yanqg001m11jo13nd3307","cmt5yanqg001i11jotkbfr3jo","cmt33a1gz0000ypj1zvzo7zyt","3","10",,"60s","2",
"cmt5yanqg001n11jo9gcyk865","cmt5yanqg001i11jotkbfr3jo","cmt1wcjor000a9yldgzpjzjs6","3","10",,"60s","3",
"cmt5yanqg001o11jop9z9zahl","cmt5yanqg001i11jotkbfr3jo","cmt1wckgy000k9yld3uhbxcmz","3","10",,"60s","4",
"cmt5yanqg001p11jog2ox8yrh","cmt5yanqg001i11jotkbfr3jo","cmt1wckja000l9yldf3ng4xka","3","10",,"60s","5",
"cmt5yanqg001q11joabb1gtkc","cmt5yanqg001i11jotkbfr3jo","cmt1wck2g000e9yld4xr43xd3","3","10",,"60s","6",
"cmt5yanqg001r11jodfmccmfm","cmt5yanqg001i11jotkbfr3jo","cmt1wck7k000g9ylds1f74e5f","3","10",,"60s","7",
"cmt5yanqg001u11jok6jrdjjs","cmt5yanqg001s11jo7rlv07v9","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
"cmt5yanqg001v11joxka524ui","cmt5yanqg001s11jo7rlv07v9","cmt1wcl8b000v9yldckgmn8x9","3","10",,"60s","1",
"cmt5yanqg001w11jok9xbvn73","cmt5yanqg001s11jo7rlv07v9","cmt1wclaq000w9yldzyk12ehl","3","10",,"60s","2",
"cmt5yanqg001x11joq033b99k","cmt5yanqg001s11jo7rlv07v9","cmt1wcld1000x9yldxuasbajt","3","10",,"60s","3",
"cmt5yanqg001y11jovzka7khc","cmt5yanqg001s11jo7rlv07v9","cmt33a3ja000mypj198danzfv","3","10",,"60s","4",
"cmt5yanqg001z11jok0ivlvrb","cmt5yanqg001s11jo7rlv07v9","cmt1wclfh000y9yld4t5dr1qb","3","10",,"60s","5",
"cmt5yanqg002211joigir2abf","cmt5yanqg002011joukym33i4","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt5yanqg002311jopn3c374p","cmt5yanqg002011joukym33i4","cmt1wcj3300019yldszg7n1o7","3","10",,"60s","1",
"cmt5yanqg002411jovu5yn0fv","cmt5yanqg002011joukym33i4","cmt1wcj5j00029yldxgx6v0dw","3","10",,"60s","2",
"cmt5yanqg002511jo6uromjrk","cmt5yanqg002011joukym33i4","cmt1wcja800049yld2j6u9qxx","3","10",,"60s","3",
"cmt5yanqg002611joyew357ic","cmt5yanqg002011joukym33i4","cmt1wcku0000p9yldlixr5utq","3","10",,"60s","4",
"cmt5yanqg002711jo348316gi","cmt5yanqg002011joukym33i4","cmt1wckwc000q9yldx9h39v95","3","10",,"60s","5",
"cmt5yanqg002811jo9nip4mjo","cmt5yanqg002011joukym33i4","cmt1wckyn000r9yldoso60map","3","10",,"60s","6",
"cmt5yanqg002b11jofkuwvne0","cmt5yanqg002911jo6g5n4zk9","cmt1wcjvc000c9yldxsamglp5","3","10",,"60s","0",
"cmt5yanqg002c11jop2ironxn","cmt5yanqg002911jo6g5n4zk9","cmt1wcjm900099yldrez29er5","3","10",,"60s","1",
"cmt5yanqg002d11jouqkgejio","cmt5yanqg002911jo6g5n4zk9","cmt33a1gz0000ypj1zvzo7zyt","3","10",,"60s","2",
"cmt5yanqg002e11joqmjyxez0","cmt5yanqg002911jo6g5n4zk9","cmt1wcjor000a9yldgzpjzjs6","3","10",,"60s","3",
"cmt5yanqg002f11jo4s8x1wc8","cmt5yanqg002911jo6g5n4zk9","cmt1wckgy000k9yld3uhbxcmz","3","10",,"60s","4",
"cmt5yanqg002g11jotyhvtept","cmt5yanqg002911jo6g5n4zk9","cmt1wckja000l9yldf3ng4xka","3","10",,"60s","5",
"cmt5yanqg002h11jo7p45vmwo","cmt5yanqg002911jo6g5n4zk9","cmt1wck2g000e9yld4xr43xd3","3","10",,"60s","6",
"cmt5yanqg002i11joa3g9t5mp","cmt5yanqg002911jo6g5n4zk9","cmt1wck7k000g9ylds1f74e5f","3","10",,"60s","7",
"cmt5yanqh002l11jott25pcyd","cmt5yanqh002j11jojtszo3a4","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
"cmt5yanqh002m11jobpjfeto8","cmt5yanqh002j11jojtszo3a4","cmt1wcl8b000v9yldckgmn8x9","3","10",,"60s","1",
"cmt5yanqh002n11jogayuw83e","cmt5yanqh002j11jojtszo3a4","cmt1wclaq000w9yldzyk12ehl","3","10",,"60s","2",
"cmt5yanqh002o11jox4ofvgos","cmt5yanqh002j11jojtszo3a4","cmt1wcld1000x9yldxuasbajt","3","10",,"60s","3",
"cmt5yanqh002p11josin2lng6","cmt5yanqh002j11jojtszo3a4","cmt33a3ja000mypj198danzfv","3","10",,"60s","4",
"cmt5yanqh002q11jocb7tat9c","cmt5yanqh002j11jojtszo3a4","cmt1wclfh000y9yld4t5dr1qb","3","10",,"60s","5",
"cmt5yanqh002t11joeekab32j","cmt5yanqh002r11joj5gw1pmz","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt5yanqh002u11jodfzx5qid","cmt5yanqh002r11joj5gw1pmz","cmt1wcj3300019yldszg7n1o7","3","10",,"60s","1",
"cmt5yanqh002v11jok5fhaya9","cmt5yanqh002r11joj5gw1pmz","cmt1wcj5j00029yldxgx6v0dw","3","10",,"60s","2",
"cmt5yanqh002w11job5t32h4t","cmt5yanqh002r11joj5gw1pmz","cmt1wcja800049yld2j6u9qxx","3","10",,"60s","3",
"cmt5yanqh002x11jo337790cm","cmt5yanqh002r11joj5gw1pmz","cmt1wcku0000p9yldlixr5utq","3","10",,"60s","4",
"cmt5yanqh002y11johyibt7qr","cmt5yanqh002r11joj5gw1pmz","cmt1wckwc000q9yldx9h39v95","3","10",,"60s","5",
"cmt5yanqh002z11joeby8m7pj","cmt5yanqh002r11joj5gw1pmz","cmt1wckyn000r9yldoso60map","3","10",,"60s","6",
"cmt63fqxt002icnwqo0g69czt","cmt63fqxt002ecnwqveatktjp","cmt1wcjm900099yldrez29er5","3","10",,"60s","5",
"cmt63fqxt002jcnwqo2mijclg","cmt63fqxt002ecnwqveatktjp","cmt1wcjf000069yld70w99n67","3","10",,"60s","6",
"cmt63fqxt002kcnwquq2qoef6","cmt63fqxt002ecnwqveatktjp","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt63fqxt002lcnwqjx6ha7lb","cmt63fqxt002ecnwqveatktjp","cmt1wcjhf00079yld2nduorws","3","10",,"60s","1",
"cmt63fqxt002mcnwqkz8dlwot","cmt63fqxt002ecnwqveatktjp","cmt1wcj7t00039yldl0jfmsq1","3","10",,"60s","2",
"cmt63fqxt002pcnwqbjxl99rn","cmt63fqxt002ncnwqmn70ewcu","cmt1wck2g000e9yld4xr43xd3","3","10",,"60s","0",
"cmt63fqxt002qcnwqod0ueqqy","cmt63fqxt002ncnwqmn70ewcu","cmt33as87009iypj1w4df4hbw","3","10",,"60s","1",
"cmt63fqxt002rcnwqutmngk4l","cmt63fqxt002ncnwqmn70ewcu","cmt1wck7k000g9ylds1f74e5f","3","10",,"60s","2",
"cmt63fqxt002scnwqwz8uu3ar","cmt63fqxt002ncnwqmn70ewcu","cmt1wckgy000k9yld3uhbxcmz","3","10",,"60s","3",
"cmt63fqxt002tcnwqfonszeho","cmt63fqxt002ncnwqmn70ewcu","cmt1wcku0000p9yldlixr5utq","3","10",,"60s","4",
"cmt63fqxt002ucnwqbgrccfka","cmt63fqxt002ncnwqmn70ewcu","cmt1wckrp000o9yldwght3fhg","3","10",,"60s","5",
"cmt63fqxt002vcnwq92rg4zfk","cmt63fqxt002ncnwqmn70ewcu","cmt1wckwc000q9yldx9h39v95","3","10",,"60s","6",
"cmt63fqxt002ycnwqyseh228j","cmt63fqxt002wcnwq7bhmegbi","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
"cmt63fqxt002zcnwqcz90wjmt","cmt63fqxt002wcnwq7bhmegbi","cmt1wcjvc000c9yldxsamglp5","3","10",,"60s","1",
"cmt63fqxt0030cnwqd300yp90","cmt63fqxt002wcnwq7bhmegbi","cmt1wclaq000w9yldzyk12ehl","3","10",,"60s","2",
"cmt63fqxt0031cnwqh6h86qc5","cmt63fqxt002wcnwq7bhmegbi","cmt1wcld1000x9yldxuasbajt","3","10",,"60s","3",
"cmt63fqxt0032cnwqlhvm0yn6","cmt63fqxt002wcnwq7bhmegbi","cmt1wclk600109ylda2zsqp9r","3","10",,"60s","4",
"cmt63fqxt0033cnwqix5il6n5","cmt63fqxt002wcnwq7bhmegbi","cmt1wclrc00139yldadw7gupn","3","10",,"60s","5",
"cmt63fqxu0034cnwqpc9o0ntl","cmt63fqxt002wcnwq7bhmegbi","cmt1wcloz00129yldv3q1q1xf","3","10",,"60s","6",
"cmt63fqxu0035cnwqozwqvlnk","cmt63fqxt002wcnwq7bhmegbi","cmt33a9mi002uypj14aewlfcc","3","10",,"60s","7",
"cmt6fpevd0004p8ap5fnp3o3e","cmt6fpevd0002p8apkzbs5vkj","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt6fpevd0007p8ap2mddl7i6","cmt6fpevd0005p8apx527aa3z","cmt33as87009iypj1w4df4hbw","3","10",,"60s","0",
"cmt6fpevd000ap8aphzjxbk9f","cmt6fpevd0008p8apmssewoiq","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
"cmt6fpevd000dp8aplehziufg","cmt6fpevd000bp8apb6gtpx56","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt6fpevd000gp8ap0w13yr1h","cmt6fpevd000ep8aplc1wuzq5","cmt33as87009iypj1w4df4hbw","3","10",,"60s","0",
"cmt6fpevd000jp8apnpm731ys","cmt6fpevd000hp8apfbp651ux","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
"cmt6fpevd000mp8apcp9p1eis","cmt6fpevd000kp8apc4i9zie0","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt6fpevd000pp8apypwtsxn2","cmt6fpevd000np8aprglbl0uv","cmt33as87009iypj1w4df4hbw","3","10",,"60s","0",
"cmt6fpeve000sp8apuxaj1op2","cmt6fpevd000qp8ap5um9gjli","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
"cmt639ycn0009ynor4u637rju","cmt60ceef0009unzxe7pci1qz","cmt1wck7k000g9ylds1f74e5f","3","10",,"60s","2",
"cmt639ycn000aynor2nouln99","cmt60ceef0009unzxe7pci1qz","cmt1wckgy000k9yld3uhbxcmz","3","10",,"60s","3",
"cmt639ycn000bynorpyscpioj","cmt60ceef0009unzxe7pci1qz","cmt1wcku0000p9yldlixr5utq","3","10",,"60s","4",
"cmt639ycn000cynorm8kolwk6","cmt60ceef0009unzxe7pci1qz","cmt1wckrp000o9yldwght3fhg","3","10",,"60s","5",
"cmt639ycn000dynor8i7nctfb","cmt60ceef0009unzxe7pci1qz","cmt1wckwc000q9yldx9h39v95","3","10",,"60s","6",
"cmt639zoq000eynor9s72y13n","cmt60ceef000iunzxwsn2luku","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
"cmt639zoq000fynor5gfor7ob","cmt60ceef000iunzxwsn2luku","cmt1wcjvc000c9yldxsamglp5","3","10",,"60s","1",
"cmt639zoq000gynorl16zm6n2","cmt60ceef000iunzxwsn2luku","cmt1wclaq000w9yldzyk12ehl","3","10",,"60s","2",
"cmt639zoq000hynorqv6awmf5","cmt60ceef000iunzxwsn2luku","cmt1wcld1000x9yldxuasbajt","3","10",,"60s","3",
"cmt639zoq000iynorhbumtfxx","cmt60ceef000iunzxwsn2luku","cmt1wclk600109ylda2zsqp9r","3","10",,"60s","4",
"cmt639zoq000jynoruncc12ax","cmt60ceef000iunzxwsn2luku","cmt1wclrc00139yldadw7gupn","3","10",,"60s","5",
"cmt639zoq000kynor9ks3dj9s","cmt60ceef000iunzxwsn2luku","cmt1wcloz00129yldv3q1q1xf","3","10",,"60s","6",
"cmt639zoq000lynord3ml65c2","cmt60ceef000iunzxwsn2luku","cmt33a9mi002uypj14aewlfcc","3","10",,"60s","7",
"cmt63a10r000mynoreikv1evx","cmt60ceef000runzxqvmkre2q","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt63a10r000nynor84vb1px3","cmt60ceef000runzxqvmkre2q","cmt1wcjhf00079yld2nduorws","3","10",,"60s","1",
"cmt63a10r000oynoriuw6j4hy","cmt60ceef000runzxqvmkre2q","cmt1wcj7t00039yldl0jfmsq1","3","10",,"60s","2",
"cmt63a10r000pynorbqaetsos","cmt60ceef000runzxqvmkre2q","cmt1wcjjw00089yldaapzyavh","3","10",,"60s","3",
"cmt63a10r000qynortb011zno","cmt60ceef000runzxqvmkre2q","cmt1wcja800049yld2j6u9qxx","3","10",,"60s","4",
"cmt63a10r000rynorecmh1x5k","cmt60ceef000runzxqvmkre2q","cmt1wcjm900099yldrez29er5","3","10",,"60s","5",
"cmt63a10r000synoruat6i6ng","cmt60ceef000runzxqvmkre2q","cmt1wcjf000069yld70w99n67","3","10",,"60s","6",
"cmt63a2ct000tynorfoic451h","cmt60ceeg0010unzxlatqkqov","cmt1wck2g000e9yld4xr43xd3","3","10",,"60s","0",
"cmt63a2ct000uynorkc6ice19","cmt60ceeg0010unzxlatqkqov","cmt33as87009iypj1w4df4hbw","3","10",,"60s","1",
"cmt63a2ct000vynor8uq4544u","cmt60ceeg0010unzxlatqkqov","cmt1wck7k000g9ylds1f74e5f","3","10",,"60s","2",
"cmt63a2ct000wynoraaojco2c","cmt60ceeg0010unzxlatqkqov","cmt1wckgy000k9yld3uhbxcmz","3","10",,"60s","3",
"cmt63a2ct000xynor1tuv39be","cmt60ceeg0010unzxlatqkqov","cmt1wcku0000p9yldlixr5utq","3","10",,"60s","4",
"cmt63a2ct000yynorapvi78g0","cmt60ceeg0010unzxlatqkqov","cmt1wckrp000o9yldwght3fhg","3","10",,"60s","5",
"cmt63a2ct000zynorjfwbinu7","cmt60ceeg0010unzxlatqkqov","cmt1wckwc000q9yldx9h39v95","3","10",,"60s","6",
"cmt63a3ov0010ynor71u7vkw4","cmt60ceeg0019unzxe7burcve","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
"cmt63a3ov0011ynoreepxc8h0","cmt60ceeg0019unzxe7burcve","cmt1wcjvc000c9yldxsamglp5","3","10",,"60s","1",
"cmt63a3ov0012ynor2r8eb1vh","cmt60ceeg0019unzxe7burcve","cmt1wclaq000w9yldzyk12ehl","3","10",,"60s","2",
"cmt63a3ov0013ynory9bzfzji","cmt60ceeg0019unzxe7burcve","cmt1wcld1000x9yldxuasbajt","3","10",,"60s","3",
"cmt63a3ov0014ynor8if44pem","cmt60ceeg0019unzxe7burcve","cmt1wclk600109ylda2zsqp9r","3","10",,"60s","4",
"cmt63a3ov0015ynorytmtl5cd","cmt60ceeg0019unzxe7burcve","cmt1wclrc00139yldadw7gupn","3","10",,"60s","5",
"cmt63a3ov0016ynorq1x9r6f2","cmt60ceeg0019unzxe7burcve","cmt1wcloz00129yldv3q1q1xf","3","10",,"60s","6",
"cmt63a3ov0017ynorjblp50wh","cmt60ceeg0019unzxe7burcve","cmt33a9mi002uypj14aewlfcc","3","10",,"60s","7",
"cmt63a50w0018ynor8eqiev1c","cmt60ceeg001iunzxinoei4d2","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt63a50w0019ynor47t7mp60","cmt60ceeg001iunzxinoei4d2","cmt1wcjhf00079yld2nduorws","3","10",,"60s","1",
"cmt63a50w001aynor9znrcwef","cmt60ceeg001iunzxinoei4d2","cmt1wcj7t00039yldl0jfmsq1","3","10",,"60s","2",
"cmt63a50w001bynorso4wn6kc","cmt60ceeg001iunzxinoei4d2","cmt1wcjjw00089yldaapzyavh","3","10",,"60s","3",
"cmt63a50w001cynor8pvd2rt3","cmt60ceeg001iunzxinoei4d2","cmt1wcja800049yld2j6u9qxx","3","10",,"60s","4",
"cmt63a50w001dynorab5jk7ir","cmt60ceeg001iunzxinoei4d2","cmt1wcjm900099yldrez29er5","3","10",,"60s","5",
"cmt63a50w001eynorwnd49nyk","cmt60ceeg001iunzxinoei4d2","cmt1wcjf000069yld70w99n67","3","10",,"60s","6",
"cmt63a6cw001fynorwf8kh53p","cmt60ceeg001runzxuo35g7tc","cmt1wck2g000e9yld4xr43xd3","3","10",,"60s","0",
"cmt63a6cw001gynor7mc7spej","cmt60ceeg001runzxuo35g7tc","cmt33as87009iypj1w4df4hbw","3","10",,"60s","1",
"cmt63a6cx001hynorai1ztqch","cmt60ceeg001runzxuo35g7tc","cmt1wck7k000g9ylds1f74e5f","3","10",,"60s","2",
"cmt63a6cx001iynor7f7c1dak","cmt60ceeg001runzxuo35g7tc","cmt1wckgy000k9yld3uhbxcmz","3","10",,"60s","3",
"cmt63a6cx001jynorus0h4dcp","cmt60ceeg001runzxuo35g7tc","cmt1wcku0000p9yldlixr5utq","3","10",,"60s","4",
"cmt63a6cx001kynorxp4orp9o","cmt60ceeg001runzxuo35g7tc","cmt1wckrp000o9yldwght3fhg","3","10",,"60s","5",
"cmt63a6cx001lynor8kjdy7fv","cmt60ceeg001runzxuo35g7tc","cmt1wckwc000q9yldx9h39v95","3","10",,"60s","6",
"cmt63a7oy001mynorvivbcz40","cmt60ceeh0020unzxcc5vu2ss","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
"cmt63a7oy001nynorrngtdp8o","cmt60ceeh0020unzxcc5vu2ss","cmt1wcjvc000c9yldxsamglp5","3","10",,"60s","1",
"cmt63a7oy001oynoro70igpif","cmt60ceeh0020unzxcc5vu2ss","cmt1wclaq000w9yldzyk12ehl","3","10",,"60s","2",
"cmt63a7oy001pynor6tlq8roq","cmt60ceeh0020unzxcc5vu2ss","cmt1wcld1000x9yldxuasbajt","3","10",,"60s","3",
"cmt63a7oy001qynor339ew7cs","cmt60ceeh0020unzxcc5vu2ss","cmt1wclk600109ylda2zsqp9r","3","10",,"60s","4",
"cmt63a7oy001rynor4cvdj4xc","cmt60ceeh0020unzxcc5vu2ss","cmt1wclrc00139yldadw7gupn","3","10",,"60s","5",
"cmt63a7oy001synor1ac2queq","cmt60ceeh0020unzxcc5vu2ss","cmt1wcloz00129yldv3q1q1xf","3","10",,"60s","6",
"cmt63a7oy001tynordi8jrub8","cmt60ceeh0020unzxcc5vu2ss","cmt33a9mi002uypj14aewlfcc","3","10",,"60s","7",
"cmt63a946001uynorz1n4y7kj","cmt60ceeh0029unzx22dn2ijw","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt63a946001vynorea5r40kl","cmt60ceeh0029unzx22dn2ijw","cmt1wcjhf00079yld2nduorws","3","10",,"60s","1",
"cmt63a946001wynorrzsflzjo","cmt60ceeh0029unzx22dn2ijw","cmt1wcj7t00039yldl0jfmsq1","3","10",,"60s","2",
"cmt6fpeve000vp8apo6664jmu","cmt6fpeve000tp8apg8v97zp9","cmt1wciyw00009yldzko8mc88","3","10",,"60s","0",
"cmt6fpeve000yp8ap4pmoozj7","cmt6fpeve000wp8apjpwzlczp","cmt33as87009iypj1w4df4hbw","3","10",,"60s","0",
"cmt6fpeve0011p8apn9e9d0qa","cmt6fpeve000zp8ap20fj6whz","cmt1wcl3l000t9yldu1yg9vwg","3","10",,"60s","0",
